"","Id","TagName","Count","ExcerptPostId","WikiPostId"
"1384","2933","linked-list","14","2933","linked-list"
"1385","2934","non-profit","4","128639","128638"
"1386","2936","parser-combinator","4","2936","parser-combinator"
"1387","2939","server-security","8","2939","server-security"
"1388","2943","gettext","4","272692","272691"
"1389","2957","method-overloading","18","2957","method-overloading"
"1390","2959","uuid","9","2959","uuid"
"1391","2960","sms","7","2960","sms"
"1392","2961","ip","9","2961","ip"
"1393","2963","component","17","2963","component"
"1394","2964","sql-azure","4","2964","sql-azure"
"1395","2973","technical-writing","6","235308","235307"
"1396","2976","personal-software-process","2","131301","131300"
"1397","2978","dynamic-languages","14","2978","dynamic-languages"
"1398","2983","soft-skills","2","2983","soft-skills"
"1399","2987","ioc","24","201764","201763"
"1400","2989","rendering","9","2989","rendering"
"1401","2991","hacker-culture","4","2991","hacker-culture"
"1402","2992","turing-completeness","19","2992","turing-completeness"
"1403","2995","effort","4","2995","effort"
"1404","2996","warranty","3","2996","warranty"
"1405","2997","wizard","4","2997","wizard"
"1406","2998","literate-programming","4","132745","132744"
"1407","3005","cgi","5","167542","167541"
"1408","3009","view","15","3009","view"
"1409","3010","design-by-contract","12","171661","171660"
"1410","3012","process-improvement","6","3012","process-improvement"
"1411","3013","session","55","3013","session"
"1412","3015","perforce","9","3015","perforce"
"1413","3018","sharding","5","3018","sharding"
"1414","3019","gtk","8","3019","gtk"
"1415","3027","keys","8","256328","256327"
"1416","3028","microsoft-office","3","135341","135340"
"1417","3040","biztalk","4","261061","261060"
"1418","3042","serialization","55","158550","158549"
"1419","3045","return-type","24","3045","return-type"
"1420","3046","cron","11","3046","cron"
"1421","3049","hackathon","4","3049","hackathon"
"1422","3050","annual-review","2","3050","annual-review"
"1423","3052","conventions","61","3052","conventions"
"1424","3063","asp.net-mvc-4","52","188573","188572"
"1425","3068","arm","7","3068","arm"
"1426","3075","high-performance","15","3075","high-performance"
"1427","3078","mongodb","59","180649","180648"
"1428","3079","rules-engine","13","3079","rules-engine"
"1429","3084","google-closure","3","3084","google-closure"
"1430","3085","ontology","2","3085","ontology"
"1431","3086","semantic-web","8","139781","139780"
"1432","3090","process","33","3090","process"
"1433","3092","workload-estimation","5","205965","205964"
"1434","3101","state","37","3101","state"
"1435","3110","software-patches","12","3110","software-patches"
"1436","3114","annotations","13","3114","annotations"
"1437","3116","lucene","10","213244","213243"
"1438","3123","code-ownership","13","187224","187223"
"1439","3124","scm","19","216777","216776"
"1440","3127","entry-point","7","3127","entry-point"
"1441","3128","document-management","5","3128","document-management"
"1442","3131","endianness","7","3131","endianness"
"1443","3132","build-system","16","3132","build-system"
"1444","3133","team-foundation-server","95","179332","179331"
"1445","3139","websockets","28","223481","223480"
"1446","3141","rule-of-three","4","3141","rule-of-three"
"1447","3144","cookies","18","3144","cookies"
"1448","3146","monkey-patch","4","3146","monkey-patch"
"1449","3147","css3","18","3147","css3"
"1450","3149","dataflow","10","3149","dataflow"
"1451","3150","signals","7","3150","signals"
"1452","3152","graphical-code","2","3152","graphical-code"
"1453","3153","firmware","5","3153","firmware"
"1454","3156","cvcs","8","3156","cvcs"
"1455","3164","delivery","5","3164","delivery"
"1456","3165","tortoise-svn","5","216780","216779"
"1457","3168","healthcare","5","3168","healthcare"
"1458","3170","message-passing","13","3170","message-passing"
"1459","3176","object-pascal","2","3176","object-pascal"
"1460","3180","csv","13","3180","csv"
"1461","3184","open-close","9","3184","open-close"
"1462","3185","help-documentation","4","3185","help-documentation"
"1463","3186","reference-manual","2","3186","reference-manual"
"1464","3195","heatmap","2","3195","heatmap"
"1465","3196","asm","5","3196","asm"
"1466","3197","locks","24","3197","locks"
"1467","3199","loops","67","167355","167354"
"1468","3200","const","16","3200","const"
"1469","3204","ascii","10","3204","ascii"
"1470","3210","method-chaining","18","3210","method-chaining"
"1471","3216","rpc","15","3216","rpc"
"1472","3220","developing-skills","8","3220","developing-skills"
"1473","3222","continuation","7","3222","continuation"
"1474","3229","image","27","3229","image"
"1475","3231","disability","4","3231","disability"
"1476","3232","analytics","8","3232","analytics"
"1477","3235","gerrit","4","153210","153209"
"1478","3236","sqlite","23","3236","sqlite"
"1479","3241","ninject","7","3241","ninject"
"1480","3242","integration-testing","5","3242","integration-testing"
"1481","3244","keywords","12","3244","keywords"
"1482","3246","practical-application","5","3246","practical-application"
"1483","3249","queue","11","3249","queue"
"1484","3251","client","29","166832","166831"
"1485","3253","naming-standards","56","185358","185357"
"1486","3258","function-point","5","3258","function-point"
"1487","3259","data-modeling","19","3259","data-modeling"
"1488","3260","url","24","3260","url"
"1489","3263","minify","3","3263","minify"
"1490","3264","legacy-code","26","234979","234978"
"1491","3266","spring-mvc","17","3266","spring-mvc"
"1492","3276","development","33","3276","development"
"1493","3281","heroku","10","3281","heroku"
"1494","3282","issues","3","3282","issues"
"1495","3286","ceylon","2","196645","196644"
"1496","3289","arithmetic","10","3289","arithmetic"
"1497","3290","separation-of-concerns","56","3290","separation-of-concerns"
"1498","3291","include","10","3291","include"
"1499","3292","data-replication","9","3292","data-replication"
"1500","3294","tail-call","9","3294","tail-call"
"1501","3308","oauth2","15","3308","oauth2"
"1502","3315","space-technology","5","3315","space-technology"
"1503","3316","vba","13","3316","vba"
"1504","3317","algebraic-data-type","7","3317","algebraic-data-type"
"1505","3319","merging","28","3319","merging"
"1506","3321","analogy","4","3321","analogy"
"1507","3323","jsf","11","3323","jsf"
"1508","3328","brookslaw","2","3328","brookslaw"
"1509","3344","dynamic-linking","11","167419","167418"
"1510","3348","evidence-based","3","3348","evidence-based"
"1511","3368","data-flow-diagram","2","167413","167412"
"1512","3369","local-storage","10","3369","local-storage"
"1513","3373","calculus","4","3373","calculus"
"1514","3379","modern-ui","2","166708","166707"
"1515","3380","visual-studio-2012","16","166721","166720"
"1516","3382","bitbucket","7","173568","173567"
"1517","3383","typescript","11","167214","167213"
"1518","3384","cohesion","8","3384","cohesion"
"1519","3389","riak","1","179529","179528"
"1520","3390","server-client","49","167369","167368"
"1521","3391","factor","2","3391","factor"
"1522","3392","forth","2","3392","forth"
"1523","3393","memory-usage","29","3393","memory-usage"
"1524","3396","attribution","9","3396","attribution"
"1525","3406","untagged","2","175560","175559"
"1526","3418","multiprocessing","8","3418","multiprocessing"
"1527","3425","hmac","4","3425","hmac"
"1528","3426","feasibility","4","171446","171445"
"1529","3429","algorithm-analysis","67","3429","algorithm-analysis"
"1530","3430","image-processing","20","3430","image-processing"
"1531","3434","powershell","4","3434","powershell"
"1532","3435","collections","43","3435","collections"
"1533","3436","higher-order-functions","12","221064","221063"
"1534","3440","windows-phone-8","13","3440","windows-phone-8"
"1535","3445","dependency-management","30","3445","dependency-management"
"1536","3447","functional-testing","16","3447","functional-testing"
"1537","3448","dynamic","13","3448","dynamic"
"1538","3453","principles","6","3453","principles"
"1539","3454","sip","4","3454","sip"
"1540","3458","asynchronous-programming","40","3458","asynchronous-programming"
"1541","3466","currying","6","177351","177350"
"1542","3476","java8","12","189581","189580"
"1543","3487","static-keyword","6","3487","static-keyword"
"1544","3489","static-access","21","180127","180126"
"1545","3490","static-linking","11","180260","180259"
"1546","3491","cloud","14","3491","cloud"
"1547","3500","yii","3","181105","181104"
"1548","3505","jboss","7","3505","jboss"
"1549","3506","asp.net-mvc-web-api","30","3506","asp.net-mvc-web-api"
"1550","3508","cache","28","3508","cache"
"1551","3514","srs","4","3514","srs"
"1552","3515","common-lisp","16","223207","223206"
"1553","3519","filtering","10","3519","filtering"
"1554","3523","visitor-pattern","8","3523","visitor-pattern"
"1555","3524","phpunit","9","202709","202708"
"1556","3528","akka","12","202106","202105"
"1557","3532","feature-creep","3","3532","feature-creep"
"1558","3541","rebol","1","187988","187987"
"1559","3543","joda-time","2","3543","joda-time"
"1560","3551","burndown","4","3551","burndown"
"1561","3569","generic-programming","8","3569","generic-programming"
"1562","3574","update","3","3574","update"
"1563","3575","sublime-text","2","3575","sublime-text"
"1564","3578","out-parameters","3","3578","out-parameters"
"1565","3579","mutable","10","3579","mutable"
"1566","3586","floating-point","22","3586","floating-point"
"1567","3587","warnings","4","3587","warnings"
"1568","3592","lisp-machine","1","223705","223704"
"1569","3595","operator-precedence","7","3595","operator-precedence"
"1570","3600","cdn","3","205274","205273"
"1571","3602","ember.js","5","3602","ember.js"
"1572","3603","greenspunning","2","3603","greenspunning"
"1573","3605","bit","8","3605","bit"
"1574","3606","camelcase","3","196418","196417"
"1575","3608","factory-method","20","3608","factory-method"
"1576","3610","3rd-party","5","3610","3rd-party"
"1577","3611","value-object","10","3611","value-object"
"1578","3614","uncle-bob","12","218449","218448"
"1579","3620","vbscript","3","203127","203126"
"1580","3621","sgml","2","198518","198517"
"1581","3627","ssa","1","200866","200865"
"1582","3628","redirect","3","3628","redirect"
"1583","3630","protobuf","3","205553","205552"
"1584","3631","constructors","27","3631","constructors"
"1585","3635","responsive-design","17","3635","responsive-design"
"1586","3637","register","5","3637","register"
"1587","3638","globals","19","3638","globals"
"1588","3639","livescript","1","205551","205550"
"1589","3644","upload","6","203125","203124"
"1590","3651","information-theory","4","3651","information-theory"
"1591","3654","scaling","5","3654","scaling"
"1592","3660","hateoas","8","203815","203814"
"1593","3661","surrogate-keys","4","3661","surrogate-keys"
"1594","3662","interoperability","10","3662","interoperability"
"1595","3663","salesforce","2","3663","salesforce"
"1596","3664","solr","3","205549","205548"
"1597","3667","pull-requests","10","3667","pull-requests"
"1598","3670","malicious-code","2","205545","205544"
"1599","3671","plugin-architecture","12","3671","plugin-architecture"
"1600","3672","producer-consumer","3","3672","producer-consumer"
"1601","3673","parameters","41","204634","204633"
"1602","3678","luajit","1","205547","205546"
"1603","3680","asn.1","2","3680","asn.1"
"1604","3682","dogfooding","10","205875","205874"
"1605","3686","opencl","3","3686","opencl"
"1606","3691","web-api","51","3691","web-api"
"1607","3694","jee","3","3694","jee"
"1608","3715","common-lisp-object-system","1","223703","223702"
"1609","3716","bundling","3","3716","bundling"
"1610","3719","ravendb","5","3719","ravendb"
"1611","3723","apache-kafka","4","210661","210660"
"1612","3724","asp-classic","12","210736","210735"
"1613","3726","greenfield","1","210929","210928"
"1614","3727","brownfield","2","210931","210930"
"1615","3730","google-guice","4","211266","211265"
"1616","3732","data-integrity","3","3732","data-integrity"
"1617","3739","gnu","7","3739","gnu"
"1618","3745","activerecord","6","3745","activerecord"
"1619","3746","queueing","7","3746","queueing"
"1620","3751","drivers","6","3751","drivers"
"1621","3757","semantic-versioning","15","3757","semantic-versioning"
"1622","3759","thrift","1","223145","223144"
"1623","3761","static","18","3761","static"
"1624","3762","instance","6","3762","instance"
"1625","3763","raii","5","251037","251036"
"1626","3766","loc","2","216501","216500"
"1627","3776","angularjs","66","222848","222847"
"1628","3777","language-specifications","3","235470","235469"
"1629","3778","docker","3","219236","219235"
"1630","3780","computation-expressions","5","3780","computation-expressions"
"1631","3786","string-matching","7","3786","string-matching"
"1632","3788","boxing","4","223444","223443"
"1633","3789","c11","1","223487","223486"
"1634","3793","offline","5","3793","offline"
"1635","3795","indexeddb","4","3795","indexeddb"
"1636","3801","date-patterns","5","3801","date-patterns"
"1637","3807","aws","8","223484","223483"
"1638","3808","unit-test-data","2","3808","unit-test-data"
"1639","3810","refactor","2","223441","223440"
"1640","3811","chess","17","223894","223893"
"1641","3812","racket","5","223438","223437"
"1642","3818","laravel","22","223662","223661"
"1643","3819","apache2","3","3819","apache2"
"1644","3825","client-server","11","3825","client-server"
"1645","3826","bootstrap","8","224093","224092"
"1646","3827","firefoxos","1","225448","225447"
"1647","3832","preferences","3","224851","224850"
"1648","3833","settings","7","3833","settings"
"1649","3839","pci","3","226627","226626"
"1650","3842","phantomjs","1","228434","228433"
"1651","3843","currency","2","3843","currency"
"1652","3844","command-message","3","3844","command-message"
"1653","3850","perceptron","1","229010","229009"
"1654","3854","package-managers","11","3854","package-managers"
"1655","3855","uri","9","3855","uri"
"1656","3857","brainfuck","2","237191","237190"
"1657","3866","bytecode","7","3866","bytecode"
"1658","3867","jre","3","3867","jre"
"1659","3872","doubles","2","3872","doubles"
"1660","3874","orchestration","2","3874","orchestration"
"1661","3876","calculator","4","3876","calculator"
"1662","3882","polyfill","2","3882","polyfill"
"1663","3885","if-statement","5","234336","234335"
"1664","3890","dispatch","2","3890","dispatch"
"1665","3892","clickonce","2","3892","clickonce"
"1666","3896","gitlab","4","237255","237254"
"1667","3901","huffman-encoding","5","3901","huffman-encoding"
"1668","3906","hooks","2","3906","hooks"
"1669","3919","decorator","9","240283","240282"
"1670","3920","factory","7","3920","factory"
"1671","3924","template-method","2","241076","241075"
"1672","3926","lambda-calculus","6","3926","lambda-calculus"
"1673","3929","swift-language","14","242867","242866"
"1674","3931","fossil-scm","2","244588","244587"
"1675","3932","circular-dependency","2","3932","circular-dependency"
"1676","3934","yaml","2","244839","244838"
"1677","3935","pure-function","6","244923","244922"
"1678","3936","poco","1","250298","250297"
"1679","3938","calling-conventions","3","3938","calling-conventions"
"1680","3939","osgi","2","3939","osgi"
"1681","3942","compilation","5","3942","compilation"
"1682","3944","purescript","1","246441","246440"
"1683","3948","typeclass","4","3948","typeclass"
"1684","3950","es6","3","3950","es6"
"1685","3951","windows-runtime","1","247420","247419"
"1686","3953","cross-language","2","250062","250061"
"1687","3959","fizzbuzz","3","3959","fizzbuzz"
"1688","3961","elasticsearch","5","251817","251816"
"1689","3963","reactive","5","3963","reactive"
"1690","3966","file-formats","4","253102","253101"
"1691","3967","metadata","3","3967","metadata"
"1692","3973","distributed-system","6","3973","distributed-system"
"1693","3978","ecosystem","1","3978","ecosystem"
"1694","3980","mockito","1","3980","mockito"
"1695","3981","expressive-power","1","3981","expressive-power"
"1696","3982","language-theory","1","3982","language-theory"
"1697","3983","apprentice-developer","1","3983","apprentice-developer"
"1698","3984","rspec","5","3984","rspec"
"1699","3986","simplicity","3","3986","simplicity"
"1700","3987","wide-column-databases","1","3987","wide-column-databases"
"1701","3989","type-theory","3","3989","type-theory"
"1702","3991","combinatorics","7","256369","256368"
"1703","3992","category-theory","1","3992","category-theory"
"1704","3996","rake","2","3996","rake"
"1705","3997","finally","1","257783","257782"
"1706","3999","domain-name-system","4","258145","258144"
"1707","4000","sql-domain","2","4000","sql-domain"
"1708","4001","domain-objects","1","4001","domain-objects"
"1709","4002","value","1","4002","value"
"1710","4004","ivy","1","4004","ivy"
"1711","4005","copybook","1","4005","copybook"
"1712","4006","bbcode","1","4006","bbcode"
"1713","4007","structural-typing","1","4007","structural-typing"
"1714","4011","amd","3","4011","amd"
"1715","4012","dojo","2","4012","dojo"
"1716","4017","notify","2","4017","notify"
"1717","4019","mq","1","4019","mq"
"1718","4020","subtypes","1","4020","subtypes"
"1719","4021","verb","1","4021","verb"
"1720","4023","delimiter","1","4023","delimiter"
"1721","4025","authorisation","1","4025","authorisation"
"1722","4026","either","2","4026","either"
"1723","4027","types","1","4027","types"
"1724","4030","bamboo","2","4030","bamboo"
"1725","4031","matrices","7","4031","matrices"
"1726","4032","user-statistics","1","4032","user-statistics"
"1727","4035","microservices","5","4035","microservices"
"1728","4036","modularization","3","4036","modularization"
"1729","4037","asset-management","1","4037","asset-management"
"1730","4038","inline","1","4038","inline"
"1731","4040","blob","1","4040","blob"
"1732","4042","coffescript","1","4042","coffescript"
"1733","4043","option","1","4043","option"
"1734","4044","trait","4","4044","trait"
"1735","4045","delegation","4","4045","delegation"
"1736","4047","vert.x","1","4047","vert.x"
"1737","4049","platform-dependencies","1","4049","platform-dependencies"
"1738","4050","gradle","4","4050","gradle"
"1739","4051","nuget","3","4051","nuget"
"1740","4052","rust","1","4052","rust"
"1741","4056","dto","1","4056","dto"
"1742","4058","posix","2","4058","posix"
"1743","4059","eventual-consistency","2","4059","eventual-consistency"
"1744","4061","stream-processing","5","4061","stream-processing"
"1745","4063","client-library","1","4063","client-library"
"1746","4066","argparse","1","4066","argparse"
"1747","4068","io.js","1","270506","270505"
"1748","4069","component-diagram","1","4069","component-diagram"
"1749","4071","strong-typing","1","4071","strong-typing"
"1750","4072","setters","1","4072","setters"
"1751","4075","webstorm","1","4075","webstorm"
"1752","4076","autocomplete","1","4076","autocomplete"
"1753","4077","webgl","1","4077","webgl"
"1754","4078","micro-optimization","1","4078","micro-optimization"
"1755","4079","functional-requirements","1","4079","functional-requirements"
"1756","4080","file-naming","1","4080","file-naming"
"1757","4081","lookup","2","4081","lookup"
"1758","4082","automatons","2","4082","automatons"
"1759","4083","chef","1","4083","chef"
"1760","4084","puppet","1","4084","puppet"
"1761","4086","fnv-1a","1","4086","fnv-1a"
"1762","4087","apache-wicket","1","4087","apache-wicket"
"1763","4088","isa","1","4088","isa"
"1764","4089","vendor-lock-in","1","4089","vendor-lock-in"
"1765","4090","logs","1","4090","logs"
"1766","4091","sorted-map","1","4091","sorted-map"
"1767","4092","spam","1","4092","spam"
"1768","4093","aot","1","4093","aot"
"1769","4094","nginx","1","275253","275252"
"1770","4095","load-balancing","1","4095","load-balancing"
"1771","4096","servlets","1","4096","servlets"
