"","Id","CreationDate","PostId","RelatedPostId","LinkTypeId"
"8235","5421149","2013-02-18T03:03:26.853","107834","70877","3"
"8236","5421150","2013-02-18T03:03:26.853","133041","110562","3"
"8237","5421151","2013-02-18T03:03:26.853","33794","20950","3"
"8238","5421152","2013-02-18T03:03:26.853","141654","27454","3"
"8239","5421153","2013-02-18T03:03:26.853","48358","35987","3"
"8240","5421154","2013-02-18T03:03:26.853","77827","65512","3"
"8241","5421155","2013-02-18T03:03:26.853","106168","6395","3"
"8242","5421156","2013-02-18T03:03:26.853","127545","9944","3"
"8243","5421157","2013-02-18T03:03:26.853","127545","13892","3"
"8244","5421158","2013-02-18T03:03:26.853","84465","26586","3"
"8245","5421159","2013-02-18T03:03:26.853","85112","84096","3"
"8246","5421160","2013-02-18T03:03:26.853","173244","41473","3"
"8247","5421161","2013-02-18T03:03:26.853","173244","96946","3"
"8248","5421162","2013-02-18T03:03:26.853","129520","141485","3"
"8249","5421163","2013-02-18T03:03:26.853","166540","46716","3"
"8250","5421164","2013-02-18T03:03:26.853","13837","2715","3"
"8251","5421165","2013-02-18T03:03:26.853","118657","118617","3"
"8252","5421166","2013-02-18T03:03:26.853","33187","5354","3"
"8253","5421167","2013-02-18T03:03:26.853","133911","2715","3"
"8254","5421168","2013-02-18T03:03:26.853","173373","46716","3"
"8255","5421169","2013-02-18T03:03:26.853","96602","48085","3"
"8256","5421170","2013-02-18T03:03:26.853","123240","9161","3"
"8257","5421171","2013-02-18T03:03:26.853","119155","78175","3"
"8258","5421172","2013-02-18T03:03:26.853","9944","4951","3"
"8259","5421173","2013-02-18T03:03:26.853","77518","75714","3"
"8260","5421174","2013-02-18T03:03:26.853","42055","57192","3"
"8261","5421175","2013-02-18T03:03:26.853","114541","2260","3"
"8262","5421176","2013-02-18T03:03:26.853","120094","21230","3"
"8263","5421177","2013-02-18T03:03:26.853","81674","1095","3"
"8264","5421178","2013-02-18T03:03:26.853","174784","129603","3"
"8265","5421179","2013-02-18T03:03:26.853","78185","37674","3"
"8266","5421180","2013-02-18T03:03:26.853","87508","35501","3"
"8267","5421181","2013-02-18T03:03:26.853","78431","72271","3"
"8268","5421182","2013-02-18T03:03:26.853","112809","112818","3"
"8269","5421183","2013-02-18T03:03:26.853","36184","10930","3"
"8270","5421184","2013-02-18T03:03:26.853","123088","14744","3"
"8271","5421185","2013-02-18T03:03:26.853","107674","1947","3"
"8272","5421186","2013-02-18T03:03:26.853","141860","25063","3"
"8273","5421187","2013-02-18T03:03:26.853","54561","67","3"
"8274","5421188","2013-02-18T03:03:26.853","97890","23270","3"
"8275","5421189","2013-02-18T03:03:26.853","105862","104975","3"
"8276","5421190","2013-02-18T03:03:26.853","113688","46716","3"
"8277","5421191","2013-02-18T03:03:26.853","83486","28078","3"
"8278","5421192","2013-02-18T03:03:26.853","4305","1106","3"
"8279","5421193","2013-02-18T03:03:26.853","125252","247","3"
"8280","5421194","2013-02-18T03:03:26.853","76327","3272","3"
"8281","5421195","2013-02-18T03:03:26.853","28899","12087","3"
"8282","5421196","2013-02-18T03:03:26.853","66111","22770","3"
"8283","5421197","2013-02-18T03:03:26.853","119968","12807","3"
"8284","5421198","2013-02-18T03:03:26.853","123214","58031","3"
"8285","5421199","2013-02-18T03:03:26.853","141116","22146","3"
"8286","5421200","2013-02-18T03:03:26.853","109171","101164","3"
"8287","5421201","2013-02-18T03:03:26.853","121073","21697","3"
"8288","5421202","2013-02-18T03:03:26.853","66552","62218","3"
"8289","5421203","2013-02-18T03:03:26.853","115783","14744","3"
"8290","5421204","2013-02-18T03:03:26.853","130476","127215","3"
"8291","5421205","2013-02-18T03:03:26.853","4680","89158","3"
"8292","5421206","2013-02-18T03:03:26.853","180552","178018","3"
"8293","5421207","2013-02-18T03:03:26.853","84050","84046","3"
"8294","5421208","2013-02-18T03:03:26.853","156891","51082","3"
"8295","5421209","2013-02-18T03:03:26.853","75786","55091","3"
"8296","5421210","2013-02-18T03:03:26.853","85573","1319","3"
"8297","5421211","2013-02-18T03:03:26.853","59705","19941","3"
"8298","5421212","2013-02-18T03:03:26.853","74853","73654","3"
"8299","5421213","2013-02-18T03:03:26.853","115477","115481","3"
"8300","5421214","2013-02-18T03:03:26.853","116559","116502","3"
"8301","5421215","2013-02-18T03:03:26.853","147104","147059","3"
"8302","5421216","2013-02-18T03:03:26.853","161611","161550","3"
"8303","5421217","2013-02-18T03:03:26.853","30877","22880","3"
"8304","5421218","2013-02-18T03:03:26.853","143546","115769","3"
"8305","5421219","2013-02-18T03:03:26.853","41720","10675","3"
"8306","5421220","2013-02-18T03:03:26.853","116330","81072","3"
"8307","5421221","2013-02-18T03:03:26.853","80343","75593","3"
"8308","5421222","2013-02-18T03:03:26.853","124359","23535","3"
"8309","5421223","2013-02-18T03:03:26.853","38388","38318","3"
"8310","5421224","2013-02-18T03:03:26.853","67107","294","3"
"8311","5421225","2013-02-18T03:03:26.853","58059","35471","3"
"8312","5421226","2013-02-18T03:03:26.853","123426","36356","3"
"8313","5421227","2013-02-18T03:03:26.853","146666","38793","3"
"8314","5421228","2013-02-18T03:03:26.853","86380","1768","3"
"8315","5421229","2013-02-18T03:03:26.853","97223","68073","3"
"8316","5421230","2013-02-18T03:03:26.853","55958","4","3"
"8317","5421231","2013-02-18T03:03:26.853","55958","1985","3"
"8318","5421232","2013-02-18T03:03:26.853","81926","71917","3"
"8319","5421233","2013-02-18T03:03:26.853","110270","110274","3"
"8320","5421234","2013-02-18T03:03:26.853","33001","8055","3"
"8321","5421443","2013-02-18T03:47:50.373","79561","28825","3"
"8322","5421796","2013-02-18T07:06:49.603","187415","11856","1"
"8323","5422606","2013-02-18T15:03:15.097","184747","101352","1"
"8324","5423098","2013-02-18T18:34:22.197","187434","170650","1"
"8325","5425168","2013-02-19T11:05:47.590","187525","57689","1"
"8326","5425169","2013-02-19T11:05:47.590","187525","19391","1"
"8327","5425328","2013-02-19T12:16:22.480","187556","14975","1"
"8328","5425398","2013-02-19T13:04:53.420","187556","14975","3"
"8329","5425427","2013-02-19T13:45:45.630","187478","148849","3"
"8330","5427877","2013-02-20T11:18:11.047","187332","115520","1"
"8331","5428625","2013-02-20T16:06:46.657","187742","186366","1"
"8332","5428663","2013-02-20T16:12:26.247","187746","185869","1"
"8333","5428704","2013-02-20T16:21:47.220","187746","185300","1"
"8334","5428883","2013-02-20T17:11:43.800","187757","187464","3"
"8335","5430897","2013-02-21T11:56:11.633","187800","1","1"
"8336","5430918","2013-02-21T12:10:38.043","187854","187702","1"
"8337","5431037","2013-02-21T13:04:08.650","187862","187853","3"
"8338","5431073","2013-02-21T13:16:54.860","187865","38874","3"
"8339","5431379","2013-02-21T15:06:09.283","79282","65179","1"
"8340","5431524","2013-02-21T15:42:05.920","187886","21802","1"
"8341","5431561","2013-02-21T16:19:52.360","187876","12439","3"
"8342","5431864","2013-02-21T18:08:58.290","187911","187764","1"
"8343","5432007","2013-02-21T18:31:56.750","187916","168042","1"
"8344","5432092","2013-02-21T18:56:28.843","187886","21802","3"
"8345","5433465","2013-02-22T06:27:20.170","187994","15360","1"
"8346","5433484","2013-02-22T06:53:56.837","187998","12833","1"
"8347","5434047","2013-02-22T09:47:05.540","188019","187701","3"
"8348","5434227","2013-02-22T11:14:19.867","188030","187464","1"
"8349","5435266","2013-02-22T18:55:34.433","188078","12589","1"
"8350","5435611","2013-02-22T22:38:38.247","188107","188078","1"
"8351","5437794","2013-02-23T20:34:53.063","188176","188164","1"
"8352","5438064","2013-02-24T00:13:31.437","125838","186269","1"
"8353","5439649","2013-02-24T14:24:20.417","188236","188225","3"
"8354","5439696","2013-02-24T14:47:25.453","188208","102507","3"
"8355","5442081","2013-02-25T11:10:44.203","188301","2254","1"
"8356","5442346","2013-02-25T12:39:24.190","188292","43948","1"
"8357","5442786","2013-02-25T16:11:47.457","188292","43948","3"
"8358","5442803","2013-02-25T16:27:45.867","185520","69367","1"
"8359","5443438","2013-02-25T21:31:54.477","188366","188359","1"
"8360","5443878","2013-02-25T23:33:51.917","188384","74086","1"
"8361","5445882","2013-02-26T05:03:43.050","188384","74086","3"
"8362","5446578","2013-02-26T08:28:42.930","188384","162256","1"
"8363","5447228","2013-02-26T10:58:27.063","188431","187259","1"
"8364","5447229","2013-02-26T10:58:27.063","188431","14645","1"
"8365","5447230","2013-02-26T10:58:27.063","188431","4063","1"
"8366","5448207","2013-02-26T14:22:33.993","188448","187464","1"
"8367","5448562","2013-02-26T15:11:19.520","188455","162698","1"
"8368","5449199","2013-02-26T16:54:03.133","188448","70877","1"
"8369","5450010","2013-02-26T18:18:04.057","188480","153467","1"
"8370","5451659","2013-02-26T22:12:34.143","188495","188442","1"
"8371","5451699","2013-02-26T22:20:13.453","188495","150688","1"
"8372","5452410","2013-02-26T23:06:31.837","188508","138212","3"
"8373","5454714","2013-02-27T07:15:59.060","188561","150120","1"
"8374","5455286","2013-02-27T09:30:22.140","188552","155330","1"
"8375","5459605","2013-02-27T17:33:17.473","188561","171203","3"
"8376","5467055","2013-02-28T13:26:17.870","188721","101163","1"
"8377","5467170","2013-02-28T13:43:05.103","188738","188701","3"
"8378","5467346","2013-02-28T14:06:33.557","97758","26349","1"
"8379","5467455","2013-02-28T14:22:45.250","97758","26349","3"
"8380","5468850","2013-02-28T17:17:29.837","188742","107884","1"
"8381","5478179","2013-03-01T14:04:32.043","188875","182505","1"
"8382","5478180","2013-03-01T14:04:47.723","188875","91816","1"
"8383","5478190","2013-03-01T14:13:27.873","188875","50755","1"
"8384","5478191","2013-03-01T14:13:27.873","188875","53123","1"
"8385","5478327","2013-03-01T14:47:25.923","188875","91816","3"
"8386","5481196","2013-03-01T19:15:28.587","188933","155488","1"
"8387","5483156","2013-03-01T22:59:50.987","188933","155488","3"
"8388","5484211","2013-03-02T06:39:58.913","184051","44","3"
"8389","5484379","2013-03-02T06:58:17.353","179004","44","3"
"8390","5487097","2013-03-02T17:34:39.243","189000","163933","1"
"8391","5487844","2013-03-02T21:52:05.657","189021","136565","1"
"8392","5490987","2013-03-03T13:24:00.107","147055","66480","3"
"8393","5495617","2013-03-04T06:37:17.960","189096","26349","1"
"8394","5496049","2013-03-04T08:55:39.703","189096","26349","3"
"8395","5496191","2013-03-04T09:49:20.047","189150","29513","1"
"8396","5496258","2013-03-04T10:09:14.227","185819","66480","1"
"8397","5497831","2013-03-04T14:41:30.180","189155","10021","1"
"8398","5500170","2013-03-04T22:16:23.180","188065","188381","1"
"8399","5500238","2013-03-04T22:33:58.067","189222","107723","1"
"8400","5505707","2013-03-05T21:34:47.250","189352","188905","1"
"8401","5513692","2013-03-06T12:11:47.077","189426","138951","1"
"8402","5513726","2013-03-06T12:18:02.900","189426","15515","3"
"8403","5513727","2013-03-06T12:18:02.900","189426","182171","3"
"8404","5521075","2013-03-07T16:34:52.003","189601","75173","1"
"8405","5521806","2013-03-07T18:55:24.317","189633","105912","1"
"8406","5527508","2013-03-08T14:31:17.123","189734","108790","1"
"8407","5527855","2013-03-08T14:57:15.210","189694","106157","1"
"8408","5527864","2013-03-08T14:59:03.930","189694","182137","1"
"8409","5529622","2013-03-08T20:06:55.743","189824","46716","1"
"8410","5529623","2013-03-08T20:06:55.743","189824","21148","1"
"8411","5532885","2013-03-09T07:45:40.910","189891","370","1"
"8412","5533651","2013-03-09T12:02:25.183","189824","21148","3"
"8413","5534030","2013-03-09T13:37:24.720","189856","129530","1"
"8414","5535415","2013-03-09T18:00:50.860","189946","159637","1"
"8415","5536096","2013-03-09T21:20:08.437","189959","33105","1"
"8416","5536950","2013-03-10T01:44:28.967","189979","189969","3"
"8417","5537378","2013-03-10T04:49:30.463","189983","167752","1"
"8418","5538348","2013-03-10T09:40:26.460","189983","167752","3"
"8419","5541650","2013-03-10T22:13:17.843","190048","43948","1"
"8420","5545064","2013-03-11T11:44:44.377","190048","43948","3"
"8421","5545107","2013-03-11T11:52:45.633","190048","66438","1"
"8422","5545108","2013-03-11T11:52:45.633","190048","155488","1"
"8423","5545812","2013-03-11T14:20:25.730","190141","21387","1"
"8424","5545813","2013-03-11T14:20:25.730","190141","6395","1"
"8425","5546002","2013-03-11T15:12:21.053","190106","155486","1"
"8426","5546003","2013-03-11T15:16:00.907","190090","190120","1"
"8427","5546938","2013-03-11T18:31:50.980","190152","74086","3"
"8428","5550880","2013-03-12T11:06:24.190","53669","45378","3"
"8429","5552139","2013-03-12T15:31:44.490","190225","166558","1"
"8430","5554895","2013-03-13T02:53:56.023","190344","143248","1"
"8431","5558607","2013-03-13T16:32:59.243","190414","181944","1"
"8432","5558709","2013-03-13T17:06:22.113","190096","155330","1"
"8433","5563005","2013-03-14T11:48:27.477","190516","32385","1"
"8434","5563006","2013-03-14T11:49:22.600","190521","190517","1"
"8435","5563051","2013-03-14T11:55:53.440","190521","118352","1"
"8436","5563629","2013-03-14T13:30:34.717","190542","76528","1"
"8437","5563630","2013-03-14T13:30:34.717","190542","51553","1"
"8438","5564154","2013-03-14T14:59:48.190","190521","118352","3"
"8439","5564188","2013-03-14T15:03:35.863","190542","76528","3"
"8440","5564189","2013-03-14T15:03:53.690","177624","155488","3"
"8441","5564364","2013-03-14T15:27:49.377","190527","70877","1"
"8442","5564448","2013-03-14T15:53:19.063","190563","102205","1"
"8443","5565311","2013-03-14T18:40:32.683","190414","138643","1"
"8444","5566138","2013-03-14T22:01:30.903","190612","34095","1"
"8445","5569180","2013-03-15T13:40:03.017","190670","113479","1"
"8446","5569511","2013-03-15T15:51:17.180","13973","51591","1"
"8447","5569654","2013-03-15T16:36:24.170","190414","138643","3"
"8448","5569789","2013-03-15T17:33:18.497","190668","139377","3"
"8449","5570017","2013-03-15T19:09:31.913","103318","139377","3"
"8450","5570287","2013-03-15T21:16:14.363","190758","10581","1"
"8451","5570532","2013-03-16T00:07:23.800","190758","10581","3"
"8452","5570579","2013-03-16T00:48:26.757","190774","65179","1"
"8453","5570672","2013-03-16T01:41:08.300","190794","187947","1"
"8454","5570726","2013-03-16T02:12:30.813","190770","142327","1"
"8455","5570991","2013-03-16T04:25:24.087","190801","252","3"
"8456","5571154","2013-03-16T06:13:03.830","177268","65179","1"
"8457","5572213","2013-03-16T16:16:59.877","190746","1","1"
"8458","5573381","2013-03-17T02:17:08.180","190853","58237","3"
"8459","5574862","2013-03-17T15:44:07.277","190905","108735","1"
"8460","5575571","2013-03-18T00:50:26.270","190935","152868","1"
"8461","5576426","2013-03-18T08:47:16.590","190978","179763","1"
"8462","5576520","2013-03-18T09:06:40.077","190937","190993","3"
"8463","5576563","2013-03-18T09:53:25.460","182306","36175","3"
"8464","5577000","2013-03-18T12:57:50.900","190867","178075","1"
"8465","5577090","2013-03-18T13:38:06.500","190978","179763","3"
"8466","5577124","2013-03-18T13:47:31.880","191022","22770","1"
"8467","5577372","2013-03-18T15:02:38.160","190961","177381","1"
"8468","5577788","2013-03-18T19:43:20.280","191069","31558","1"
"8469","5578001","2013-03-18T22:04:26.250","191078","167935","1"
"8470","5578879","2013-03-19T06:19:18.300","191118","145952","1"
"8471","5579418","2013-03-19T09:50:43.740","191132","77688","1"
"8472","5579421","2013-03-19T09:53:16.407","191132","99510","1"
"8473","5580410","2013-03-19T16:49:55.663","191177","191174","3"
"8474","5580490","2013-03-19T17:04:59.230","191184","91760","1"
"8475","5580657","2013-03-19T18:17:11.003","191170","149888","1"
"8476","5580745","2013-03-19T18:54:07.573","191191","107884","1"
"8477","5581091","2013-03-19T21:37:41.863","191208","148849","1"
"8478","5582295","2013-03-20T10:04:15.990","191208","148849","3"
"8479","5583006","2013-03-20T15:12:21.197","191293","92465","1"
"8480","5583082","2013-03-20T16:05:22.497","191305","166954","1"
"8481","5583221","2013-03-20T16:38:00.467","191293","115958","1"
"8482","5583264","2013-03-20T16:53:20.637","191307","38597","1"
"8483","5583265","2013-03-20T16:53:20.637","191307","12070","1"
"8484","5583266","2013-03-20T16:53:20.637","191307","9948","1"
"8485","5583766","2013-03-20T21:15:33.477","191293","115958","3"
"8486","5583768","2013-03-20T21:16:22.777","92465","115958","3"
"8487","5583945","2013-03-20T23:06:04.377","191349","189858","1"
"8488","5585424","2013-03-21T12:30:00.780","191419","144238","1"
"8489","5586117","2013-03-21T17:21:12.623","191460","756","1"
"8490","5586417","2013-03-21T20:16:20.093","191471","191422","3"
"8491","5586701","2013-03-21T22:14:50.753","191495","147939","1"
"8492","5588112","2013-03-22T11:59:08.550","191549","81591","1"
"8493","5588596","2013-03-22T14:29:01.143","191577","122844","1"
"8494","5588684","2013-03-22T15:29:51.810","191549","81591","3"
"8495","5589076","2013-03-22T17:19:49.580","189807","143236","1"
"8496","5589390","2013-03-22T18:47:24.923","191524","152020","3"
"8497","5589588","2013-03-22T20:04:00.650","191616","143954","1"
"8498","5590065","2013-03-23T01:39:03.427","191539","121328","3"
"8499","5590182","2013-03-23T02:53:50.190","191616","143954","3"
"8500","5590274","2013-03-23T05:00:56.987","191642","104627","3"
"8501","5591728","2013-03-23T16:29:34.797","191703","44","3"
"8502","5591917","2013-03-23T18:44:05.633","191701","124551","1"
"8503","5593816","2013-03-24T15:18:48.720","191759","102507","1"
"8504","5593817","2013-03-24T15:18:48.720","191759","154796","1"
"8505","5594267","2013-03-24T18:01:05.263","191759","102507","3"
"8506","5594268","2013-03-24T18:01:05.263","191759","154796","3"
"8507","5594786","2013-03-24T21:50:01.667","191777","51148","1"
"8508","5595356","2013-03-25T06:19:00.803","16137","14033","1"
"8509","5596832","2013-03-25T18:06:32.380","191187","40394","1"
"8510","5596833","2013-03-25T18:06:39.577","191881","74973","1"
"8511","5596858","2013-03-25T18:10:57.530","191867","191191","3"
"8512","5598314","2013-03-26T09:09:24.320","191961","15528","1"
"8513","5599080","2013-03-26T14:51:43.277","192000","148108","1"
"8514","5599081","2013-03-26T14:51:43.277","192000","47923","1"
"8515","5599082","2013-03-26T14:52:45.037","192000","156410","1"
"8516","5599143","2013-03-26T15:10:52.040","191998","41990","1"
"8517","5599190","2013-03-26T15:27:25.523","191998","41990","3"
"8518","5599240","2013-03-26T15:45:16.123","191986","191717","1"
"8519","5599885","2013-03-26T21:23:19.500","27362","756","1"
"8520","5599891","2013-03-26T21:23:54.127","191777","756","1"
"8521","5599894","2013-03-26T21:27:08.093","44789","131122","1"
"8522","5599910","2013-03-26T21:37:38.433","191990","756","3"
"8523","5599911","2013-03-26T21:38:56.553","191990","756","1"
"8524","5600048","2013-03-26T23:04:16.297","103089","131122","3"
"8525","5600052","2013-03-26T23:04:44.017","74301","18679","3"
"8526","5600053","2013-03-26T23:04:50.067","191986","191717","3"
"8527","5600069","2013-03-26T23:04:57.583","132806","756","3"
"8528","5600071","2013-03-26T23:05:04.520","90228","756","3"
"8529","5600072","2013-03-26T23:05:14.800","192000","148108","3"
"8530","5600562","2013-03-27T04:58:11.613","192066","131122","1"
"8531","5600745","2013-03-27T07:03:08.047","192068","102090","1"
"8532","5600787","2013-03-27T07:23:17.787","191968","100637","1"
"8533","5601181","2013-03-27T10:35:31.297","192089","141005","1"
"8534","5601452","2013-03-27T12:35:35.903","192089","91854","1"
"8535","5601650","2013-03-27T13:28:00.087","192089","141005","3"
"8536","5601651","2013-03-27T13:28:09.290","61655","141005","3"
"8537","5602901","2013-03-27T15:00:26.873","191971","191349","1"
"8538","5603206","2013-03-27T16:36:02.207","192113","120477","1"
"8539","5603314","2013-03-27T16:59:47.423","193148","193138","1"
"8540","5603700","2013-03-27T19:41:08.910","192037","114782","1"
"8541","5603942","2013-03-27T22:35:44.443","193196","66614","1"
"8542","5603968","2013-03-27T23:45:01.023","193161","34173","3"
"8543","5604277","2013-03-28T07:30:24.163","193217","77435","1"
"8544","5604380","2013-03-28T09:04:48.547","193222","33076","1"
"8545","5604382","2013-03-28T09:13:29.430","192113","120477","3"
"8546","5604384","2013-03-28T09:20:55.360","192037","114782","3"
"8547","5604389","2013-03-28T09:26:28.457","193222","33076","3"
"8548","5604552","2013-03-28T12:05:45.237","193215","193237","3"
"8549","5604674","2013-03-28T13:52:01.803","87082","35276","3"
"8550","5604675","2013-03-28T13:52:41.447","95202","87452","3"
"8551","5605000","2013-03-28T19:43:15.307","193269","177539","1"
"8552","5605017","2013-03-28T19:59:44.487","193282","26596","1"
"8553","5605623","2013-03-29T12:29:53.513","142098","26596","3"
"8554","5605624","2013-03-29T12:31:46.693","193311","46716","3"
"8555","5605796","2013-03-29T15:37:01.217","193282","26596","3"
"8556","5606009","2013-03-29T20:16:16.360","99735","86656","3"
"8557","5606010","2013-03-29T20:17:28.113","193269","177539","3"
"8558","5606210","2013-03-30T00:53:24.500","193373","14968","1"
"8559","5606383","2013-03-30T06:57:58.817","193342","96729","1"
"8560","5606566","2013-03-30T12:38:53.433","193342","96729","3"
"8561","5607014","2013-03-31T00:13:51.613","70117","46716","3"
"8562","5607722","2013-03-31T20:53:11.827","193462","72928","1"
"8563","5608036","2013-04-01T06:50:35.737","193496","112458","3"
"8564","5608059","2013-04-01T07:46:26.207","193509","25969","1"
"8565","5608093","2013-04-01T09:16:01.203","190181","161303","1"
"8566","5608094","2013-04-01T09:16:01.203","190181","143736","1"
"8567","5608184","2013-04-01T11:05:44.000","193516","7927","1"
"8568","5608185","2013-04-01T11:05:44.000","193516","15405","1"
"8569","5608186","2013-04-01T11:05:44.000","193516","83038","1"
"8570","5608462","2013-04-01T15:33:09.460","193553","6395","1"
"8571","5608616","2013-04-01T18:10:42.863","193509","25969","3"
"8572","5608752","2013-04-01T21:20:31.593","193586","88145","3"
"8573","5608791","2013-04-01T21:57:36.173","193590","80988","3"
"8574","5608792","2013-04-01T22:01:59.143","193596","193517","3"
"8575","5609018","2013-04-02T03:42:13.983","128023","7927","3"
"8576","5609201","2013-04-02T08:38:05.763","193565","166136","3"
"8577","5609327","2013-04-02T10:59:50.957","193637","57587","1"
"8578","5609707","2013-04-02T17:40:19.883","190181","161303","3"
"8579","5609708","2013-04-02T17:40:52.900","66035","179002","3"
"8580","5609855","2013-04-02T21:18:54.523","193516","7927","3"
"8581","5610161","2013-04-03T07:08:47.853","193733","116650","1"
"8582","5610191","2013-04-03T08:12:10.283","193732","193715","1"
"8583","5610389","2013-04-03T12:41:54.333","193723","128202","3"
"8584","5610614","2013-04-03T15:42:14.457","193778","39798","3"
"8585","5610924","2013-04-03T21:25:26.563","193811","96504","1"
"8586","5610942","2013-04-03T21:43:05.577","193807","149539","1"
"8587","5610943","2013-04-03T21:43:05.577","193807","127118","1"
"8588","5611244","2013-04-04T06:17:16.123","193831","9965","3"
"8589","5611344","2013-04-04T09:02:23.263","193807","127118","3"
"8590","5611345","2013-04-04T09:02:23.263","193807","149539","3"
"8591","5611705","2013-04-04T16:09:24.747","193696","193905","1"
"8592","5611731","2013-04-04T16:23:57.840","193893","61091","1"
"8593","5611732","2013-04-04T16:23:57.840","193893","152654","1"
"8594","5611735","2013-04-04T16:25:57.570","193905","193696","1"
"8595","5611753","2013-04-04T17:25:02.337","193909","170222","1"
"8596","5611754","2013-04-04T17:26:09.560","193909","170189","1"
"8597","5611816","2013-04-04T18:15:44.683","193917","161749","1"
"8598","5611817","2013-04-04T18:15:44.683","193917","38647","1"
"8599","5611876","2013-04-04T19:06:39.813","193924","119717","1"
"8600","5611878","2013-04-04T19:16:58.743","193923","174971","1"
"8601","5611879","2013-04-04T19:16:58.743","193923","172905","1"
"8602","5611938","2013-04-04T19:58:27.010","193929","43948","1"
"8603","5612011","2013-04-04T20:48:02.460","53585","135218","3"
"8604","5612047","2013-04-04T21:31:04.440","193943","100685","1"
"8605","5612073","2013-04-04T22:06:43.860","193943","100685","3"
"8606","5612427","2013-04-05T09:40:39.650","193985","193919","1"
"8607","5612612","2013-04-05T12:50:22.480","193991","154931","1"
"8608","5612653","2013-04-05T13:14:57.667","194007","3438","1"
"8609","5612654","2013-04-05T13:15:57.567","193996","65085","1"
"8610","5612655","2013-04-05T13:15:57.567","193996","145784","1"
"8611","5612666","2013-04-05T13:16:49.977","193996","59091","1"
"8612","5612670","2013-04-05T13:25:07.763","193990","155488","1"
"8613","5612709","2013-04-05T14:15:20.270","193996","65085","3"
"8614","5612961","2013-04-05T16:57:32.460","194035","167701","1"
"8615","5613086","2013-04-05T19:04:03.660","193990","155488","3"
"8616","5613386","2013-04-06T06:56:52.077","173624","102507","3"
"8617","5613462","2013-04-06T10:24:22.530","193815","102507","1"
"8618","5613463","2013-04-06T10:24:22.530","193815","100637","1"
"8619","5613464","2013-04-06T10:24:22.530","193815","182391","1"
"8620","5613561","2013-04-06T12:26:50.433","194115","104788","3"
"8621","5613711","2013-04-06T17:36:13.353","194106","138561","1"
"8622","5613737","2013-04-06T18:21:42.360","194106","138561","3"
"8623","5613738","2013-04-06T18:21:58.407","194111","142612","3"
"8624","5613923","2013-04-07T00:03:22.890","194142","30329","1"
"8625","5614725","2013-04-07T22:39:43.273","194146","66735","3"
"8626","5614886","2013-04-08T05:13:49.493","194180","147937","1"
"8627","5615017","2013-04-08T08:27:03.270","58246","135911","1"
"8628","5615181","2013-04-08T12:58:10.377","194240","49379","1"
"8629","5615182","2013-04-08T12:58:10.377","194240","157343","1"
"8630","5615196","2013-04-08T13:41:17.910","165668","3199","1"
"8631","5615252","2013-04-08T14:32:17.740","165668","3199","3"
"8632","5615359","2013-04-08T16:06:04.857","32571","63970","3"
"8633","5615381","2013-04-08T16:36:36.873","18406","102041","1"
"8634","5615693","2013-04-08T22:48:27.107","104945","18679","3"
"8635","5615927","2013-04-09T06:22:04.137","194340","54373","1"
"8636","5615928","2013-04-09T06:22:04.137","194340","5354","1"
"8637","5615993","2013-04-09T07:21:07.587","105891","46252","3"
"8638","5616010","2013-04-09T07:37:49.777","194354","171701","3"
"8639","5616029","2013-04-09T08:03:48.143","194321","170003","3"
"8640","5616030","2013-04-09T08:04:09.550","72611","7927","3"
"8641","5616051","2013-04-09T08:32:41.780","194395","39798","1"
"8642","5616066","2013-04-09T08:53:48.573","194373","3519","3"
"8643","5616067","2013-04-09T08:55:26.127","194398","23507","1"
"8644","5616068","2013-04-09T08:55:26.127","194398","58824","1"
"8645","5616069","2013-04-09T08:56:04.600","194398","38566","1"
"8646","5616148","2013-04-09T11:28:00.093","194340","54373","3"
"8647","5616161","2013-04-09T11:45:19.613","194414","141005","1"
"8648","5616162","2013-04-09T11:45:19.613","194414","162923","1"
"8649","5616183","2013-04-09T12:30:18.267","38566","58824","3"
"8650","5616185","2013-04-09T12:35:50.263","113313","129075","3"
"8651","5616186","2013-04-09T12:37:28.113","194414","158715","1"
"8652","5616233","2013-04-09T13:31:16.727","158715","178218","1"
"8653","5616348","2013-04-09T15:14:48.107","194446","170808","1"
"8654","5616351","2013-04-09T15:17:46.450","194439","134184","1"
"8655","5616375","2013-04-09T15:58:26.920","194398","23507","3"
"8656","5616469","2013-04-09T18:47:38.303","194446","103779","1"
"8657","5616652","2013-04-10T02:25:42.543","194504","91854","1"
"8658","5616858","2013-04-10T09:16:42.293","42817","92393","1"
"8659","5616874","2013-04-10T10:24:23.007","149838","151133","1"
"8660","5616882","2013-04-10T11:07:56.550","194446","158534","1"
"8661","5616938","2013-04-10T12:36:44.020","194542","100637","1"
"8662","5616939","2013-04-10T12:36:44.020","194542","102507","1"
"8663","5616986","2013-04-10T13:42:13.640","158534","103779","3"
"8664","5617015","2013-04-10T14:06:05.107","63378","112047","1"
"8665","5617132","2013-04-10T16:19:12.897","194497","56848","1"
"8666","5617152","2013-04-10T16:50:09.830","194578","164359","1"
"8667","5617170","2013-04-10T16:57:05.007","77530","18454","3"
"8668","5617260","2013-04-10T18:52:14.963","194582","26596","3"
"8669","5617267","2013-04-10T19:20:12.323","194497","56848","3"
"8670","5617545","2013-04-11T07:25:02.997","194631","194552","1"
"8671","5617550","2013-04-11T07:41:05.433","663","10920","3"
